overall_rank,overall_score,overall_raw_score,top_marks_rank,top_marks_score,top_marks_raw_score,enjoyment_rank,enjoyment_score,enjoyment_raw_score,creativity_rank,creativity_score,creativity_raw_score,presentation_rank,presentation_score,presentation_raw_score
#3285,2.564,3.033,n/a,n/a,n/a,#3297,2.366,2.800,#3756,2.451,2.900,#2597,2.874,3.400
#3286,2.563,2.563,n/a,n/a,n/a,#3947,2.125,2.125,#1522,3.313,3.313,#4053,2.250,2.250
#3286,2.563,2.563,n/a,n/a,n/a,#3471,2.313,2.313,#1386,3.375,3.375,#4625,2.000,2.000
#3286,2.563,2.563,n/a,n/a,n/a,#2784,2.563,2.563,#2704,2.875,2.875,#4053,2.250,2.250
#3289,2.561,2.561,n/a,n/a,n/a,#2741,2.579,2.579,#3076,2.737,2.737,#3772,2.368,2.368
#3289,2.561,2.561,n/a,n/a,n/a,#3017,2.474,2.474,#3076,2.737,2.737,#3527,2.474,2.474
#3289,2.561,2.561,n/a,n/a,n/a,#4014,2.105,2.105,#3838,2.421,2.421,#1972,3.158,3.158
#3289,2.561,2.561,n/a,n/a,n/a,#3738,2.211,2.211,#2949,2.789,2.789,#3030,2.684,2.684
#3289,2.561,2.561,n/a,n/a,n/a,#2741,2.579,2.579,#3838,2.421,2.421,#3030,2.684,2.684
#3289,2.561,2.561,n/a,n/a,n/a,#4014,2.105,2.105,#3703,2.474,2.474,#2132,3.105,3.105
#3295,2.560,2.560,n/a,n/a,n/a,#3128,2.429,2.429,#3324,2.643,2.643,#3225,2.607,2.607
#3296,2.559,3.619,n/a,n/a,n/a,#3399,2.323,3.286,#2576,2.929,4.143,#3628,2.424,3.429
#3296,2.559,3.619,n/a,n/a,n/a,#2887,2.525,3.571,#3588,2.525,3.571,#3153,2.626,3.714
#3298,2.559,3.619,n/a,n/a,n/a,#2887,2.525,3.571,#3801,2.424,3.429,#2944,2.727,3.857
#3299,2.559,2.559,n/a,n/a,n/a,#5091,1.647,1.647,#3994,2.353,2.353,#963,3.676,3.676
#3300,2.556,2.556,n/a,n/a,n/a,#3370,2.333,2.333,#2843,2.833,2.833,#3467,2.500,2.500
#3300,2.556,2.556,n/a,n/a,n/a,#2794,2.556,2.556,#3936,2.389,2.389,#2965,2.722,2.722
#3300,2.556,2.556,n/a,n/a,n/a,#4203,2.042,2.042,#2036,3.125,3.125,#3467,2.500,2.500
#3300,2.556,2.556,n/a,n/a,n/a,#4145,2.067,2.067,#1470,3.333,3.333,#4024,2.267,2.267
#3300,2.556,2.556,n/a,n/a,n/a,#1971,2.867,2.867,#4307,2.200,2.200,#3228,2.600,2.600
#3300,2.556,2.556,n/a,n/a,n/a,#3864,2.167,2.167,#2362,3.000,3.000,#3467,2.500,2.500
#3306,2.556,2.556,n/a,n/a,n/a,#4090,2.074,2.074,#2098,3.111,3.111,#3523,2.481,2.481
#3306,2.556,2.556,n/a,n/a,n/a,#3898,2.143,2.143,#3123,2.714,2.714,#2757,2.810,2.810
#3306,2.556,2.556,n/a,n/a,n/a,#3557,2.278,2.278,#2981,2.778,2.778,#3214,2.611,2.611
#3306,2.556,2.556,n/a,n/a,n/a,#4697,1.852,1.852,#2903,2.815,2.815,#2322,3.000,3.000
#3310,2.554,3.185,n/a,n/a,n/a,#2992,2.494,3.111,#3220,2.673,3.333,#3509,2.494,3.111
#3311,2.552,2.879,n/a,n/a,n/a,#3365,2.337,2.636,#2872,2.820,3.182,#3504,2.498,2.818
#3311,2.552,2.879,n/a,n/a,n/a,#1893,2.901,3.273,#3841,2.417,2.727,#3828,2.337,2.636
#3311,2.552,2.879,n/a,n/a,n/a,#3612,2.256,2.545,#4190,2.256,2.545,#2026,3.143,3.545
#3311,2.552,2.879,n/a,n/a,n/a,#3169,2.417,2.727,#3486,2.579,2.909,#3091,2.659,3.000
#3311,2.552,2.879,n/a,n/a,n/a,#3822,2.176,2.455,#2639,2.901,3.273,#3279,2.579,2.909
#3316,2.552,2.879,n/a,n/a,n/a,#4262,2.015,2.273,#3067,2.740,3.091,#2530,2.901,3.273
#3317,2.551,3.375,n/a,n/a,n/a,#1627,3.024,4.000,#4385,2.173,2.875,#3556,2.457,3.250
#3317,2.551,3.375,n/a,n/a,n/a,#3313,2.362,3.125,#2582,2.929,3.875,#3787,2.362,3.125
#3317,2.551,3.375,n/a,n/a,n/a,#3832,2.173,2.875,#3301,2.646,3.500,#2691,2.835,3.750
#3317,2.551,3.375,n/a,n/a,n/a,#2801,2.551,3.375,#3734,2.457,3.250,#3115,2.646,3.500
#3317,2.551,3.375,n/a,n/a,n/a,#3050,2.457,3.250,#3301,2.646,3.500,#3322,2.551,3.375
#3317,2.551,3.375,n/a,n/a,n/a,#3050,2.457,3.250,#3734,2.457,3.250,#2904,2.740,3.625
#3317,2.551,3.375,n/a,n/a,n/a,#3832,2.173,2.875,#3052,2.740,3.625,#2904,2.740,3.625
#3317,2.551,3.375,n/a,n/a,n/a,#1627,3.024,4.000,#4385,2.173,2.875,#3556,2.457,3.250
#3317,2.551,3.375,n/a,n/a,n/a,#3050,2.457,3.250,#3301,2.646,3.500,#3322,2.551,3.375
#3317,2.551,3.375,n/a,n/a,n/a,#2801,2.551,3.375,#3530,2.551,3.375,#3322,2.551,3.375
#3317,2.551,3.375,n/a,n/a,n/a,#3313,2.362,3.125,#3734,2.457,3.250,#2691,2.835,3.750
#3328,2.549,2.549,n/a,n/a,n/a,#3658,2.235,2.235,#2233,3.059,3.059,#3815,2.353,2.353
#3329,2.548,2.548,n/a,n/a,n/a,#2093,2.821,2.821,#3123,2.714,2.714,#4390,2.107,2.107
#3329,2.548,2.548,n/a,n/a,n/a,#3626,2.250,2.250,#2871,2.821,2.821,#3295,2.571,2.571
#3331,2.548,2.548,n/a,n/a,n/a,#2568,2.643,2.643,#3500,2.571,2.571,#3617,2.429,2.429
#3331,2.548,2.548,n/a,n/a,n/a,#3626,2.250,2.250,#3123,2.714,2.714,#3042,2.679,2.679
#3333,2.546,2.750,n/a,n/a,n/a,#4271,2.006,2.167,#4208,2.237,2.417,#1479,3.395,3.667
#3333,2.546,2.750,n/a,n/a,n/a,#3456,2.315,2.500,#2146,3.086,3.333,#4065,2.237,2.417
#3335,2.546,3.889,n/a,n/a,n/a,#2650,2.619,4.000,#3095,2.728,4.167,#3944,2.291,3.500
#3335,2.546,3.889,n/a,n/a,n/a,#2650,2.619,4.000,#3637,2.510,3.833,#3450,2.510,3.833
#3335,2.546,3.889,n/a,n/a,n/a,#2057,2.837,4.333,#4096,2.291,3.500,#3450,2.510,3.833
#3335,2.546,3.889,n/a,n/a,n/a,#3517,2.291,3.500,#3398,2.619,4.000,#2939,2.728,4.167
#3339,2.546,3.889,n/a,n/a,n/a,#3517,2.291,3.500,#4330,2.182,3.333,#1962,3.164,4.833
#3339,2.546,3.889,n/a,n/a,n/a,#1794,2.946,4.500,#4578,2.073,3.167,#3204,2.619,4.000
#3341,2.545,2.545,n/a,n/a,n/a,#3195,2.409,2.409,#2745,2.864,2.864,#3782,2.364,2.364
#3342,2.545,2.545,n/a,n/a,n/a,#3308,2.364,2.364,#3651,2.500,2.500,#2836,2.773,2.773
#3343,2.545,2.641,n/a,n/a,n/a,#3883,2.150,2.231,#2459,2.965,3.077,#3422,2.520,2.615
#3344,2.545,2.641,n/a,n/a,n/a,#3096,2.446,2.538,#2890,2.817,2.923,#3762,2.372,2.462
#3345,2.544,2.544,n/a,n/a,n/a,#3291,2.368,2.368,#3483,2.579,2.579,#3030,2.684,2.684
#3346,2.542,2.542,n/a,n/a,n/a,#4156,2.063,2.063,#2908,2.813,2.813,#2872,2.750,2.750
#3347,2.540,2.540,n/a,n/a,n/a,#2908,2.524,2.524,#3700,2.476,2.476,#3200,2.619,2.619
#3348,2.537,2.537,n/a,n/a,n/a,#3864,2.167,2.167,#3247,2.667,2.667,#2819,2.778,2.778
#3348,2.537,2.537,n/a,n/a,n/a,#2945,2.500,2.500,#3247,2.667,2.667,#3603,2.444,2.444
#3350,2.537,2.537,n/a,n/a,n/a,#3557,2.278,2.278,#1470,3.333,3.333,#4625,2.000,2.000
#3351,2.536,2.536,n/a,n/a,n/a,#2781,2.565,2.565,#3182,2.696,2.696,#3820,2.348,2.348
#3352,2.535,3.000,n/a,n/a,n/a,#2404,2.704,3.200,#3756,2.451,2.900,#3580,2.451,2.900
#3352,2.535,3.000,n/a,n/a,n/a,#2847,2.535,3.000,#3756,2.451,2.900,#3188,2.620,3.100
#3354,2.533,2.533,n/a,n/a,n/a,#3749,2.200,2.200,#1823,3.200,3.200,#4167,2.200,2.200
#3354,2.533,2.533,n/a,n/a,n/a,#4549,1.900,1.900,#1378,3.380,3.380,#3880,2.320,2.320
#3354,2.533,2.533,n/a,n/a,n/a,#2855,2.533,2.533,#3083,2.733,2.733,#3838,2.333,2.333
#3354,2.533,2.533,n/a,n/a,n/a,#3482,2.300,2.300,#1823,3.200,3.200,#4393,2.100,2.100
#3354,2.533,2.533,n/a,n/a,n/a,#4290,2.000,2.000,#3083,2.733,2.733,#2611,2.867,2.867
#3354,2.533,2.533,n/a,n/a,n/a,#2332,2.733,2.733,#3424,2.600,2.600,#4024,2.267,2.267
#3360,2.530,2.530,n/a,n/a,n/a,#3071,2.455,2.455,#2882,2.818,2.818,#3881,2.318,2.318
#3361,2.530,2.530,n/a,n/a,n/a,#4427,1.955,1.955,#2362,3.000,3.000,#3139,2.636,2.636
#3361,2.530,2.530,n/a,n/a,n/a,#2945,2.500,2.500,#3961,2.364,2.364,#2958,2.727,2.727
#3363,2.529,2.529,n/a,n/a,n/a,#3817,2.176,2.176,#3456,2.588,2.588,#2721,2.824,2.824
#3364,2.529,2.529,n/a,n/a,n/a,#4290,2.000,2.000,#3456,2.588,2.588,#2322,3.000,3.000
#3364,2.529,2.529,n/a,n/a,n/a,#3817,2.176,2.176,#3708,2.471,2.471,#2456,2.941,2.941
#3366,2.528,2.528,n/a,n/a,n/a,#2840,2.542,2.542,#2287,3.042,3.042,#4625,2.000,2.000
#3368,2.526,2.526,n/a,n/a,n/a,#3770,2.192,2.192,#3560,2.538,2.538,#2669,2.846,2.846
#3369,2.525,3.571,n/a,n/a,n/a,#3399,2.323,3.286,#3345,2.626,3.714,#3153,2.626,3.714
#3369,2.525,3.571,n/a,n/a,n/a,#2887,2.525,3.571,#4246,2.222,3.143,#2710,2.828,4.000
#3369,2.525,3.571,n/a,n/a,n/a,#3143,2.424,3.429,#3801,2.424,3.429,#2944,2.727,3.857
#3369,2.525,3.571,n/a,n/a,n/a,#3399,2.323,3.286,#3801,2.424,3.429,#2710,2.828,4.000
#3369,2.525,3.571,n/a,n/a,n/a,#3143,2.424,3.429,#3588,2.525,3.571,#3153,2.626,3.714
#3374,2.525,2.848,n/a,n/a,n/a,#4025,2.095,2.364,#3280,2.659,3.000,#2728,2.820,3.182
#3374,2.525,2.848,n/a,n/a,n/a,#4025,2.095,2.364,#3280,2.659,3.000,#2728,2.820,3.182
#3374,2.525,2.848,n/a,n/a,n/a,#5057,1.692,1.909,#3841,2.417,2.727,#1358,3.465,3.909
#3374,2.525,2.848,n/a,n/a,n/a,#3612,2.256,2.545,#4528,2.095,2.364,#1816,3.223,3.636
#3378,2.524,3.148,n/a,n/a,n/a,#3201,2.405,3.000,#3463,2.584,3.222,#3256,2.584,3.222
#3379,2.524,3.148,n/a,n/a,n/a,#4177,2.049,2.556,#2056,3.118,3.889,#3686,2.405,3.000
#3379,2.524,3.148,n/a,n/a,n/a,#2468,2.673,3.333,#4218,2.227,2.778,#3045,2.673,3.333
#3379,2.524,3.148,n/a,n/a,n/a,#3201,2.405,3.000,#2536,2.940,3.667,#4079,2.227,2.778
#3382,2.524,3.148,n/a,n/a,n/a,#4406,1.960,2.444,#4056,2.316,2.889,#1671,3.296,4.111
#3383,2.524,2.524,n/a,n/a,n/a,#3626,2.250,2.250,#3561,2.536,2.536,#2803,2.786,2.786
#3383,2.524,2.524,n/a,n/a,n/a,#3337,2.357,2.357,#3500,2.571,2.571,#3127,2.643,2.643
#3383,2.524,2.524,n/a,n/a,n/a,#3128,2.429,2.429,#3651,2.500,2.500,#3127,2.643,2.643
#3383,2.524,2.524,n/a,n/a,n/a,#3536,2.286,2.286,#3987,2.357,2.357,#2495,2.929,2.929
#3383,2.524,2.524,n/a,n/a,n/a,#3237,2.393,2.393,#3423,2.607,2.607,#3295,2.571,2.571
#3383,2.524,2.524,n/a,n/a,n/a,#4615,1.857,1.857,#3500,2.571,2.571,#2004,3.143,3.143
#3389,2.522,2.522,n/a,n/a,n/a,#3645,2.242,2.242,#4197,2.253,2.253,#2180,3.071,3.071
#3390,2.522,2.522,n/a,n/a,n/a,#3246,2.391,2.391,#2275,3.043,3.043,#4317,2.130,2.130
#3391,2.521,2.521,n/a,n/a,n/a,#2945,2.500,2.500,#3191,2.688,2.688,#3756,2.375,2.375
#3391,2.521,2.521,n/a,n/a,n/a,#4442,1.938,1.938,#2362,3.000,3.000,#3172,2.625,2.625
#3391,2.521,2.521,n/a,n/a,n/a,#3265,2.375,2.375,#2704,2.875,2.875,#3921,2.313,2.313
#3391,2.521,2.521,n/a,n/a,n/a,#2602,2.625,2.625,#2908,2.813,2.813,#4318,2.125,2.125
#3391,2.521,2.521,n/a,n/a,n/a,#2945,2.500,2.500,#3651,2.500,2.500,#3311,2.563,2.563
#3396,2.520,2.722,n/a,n/a,n/a,#4271,2.006,2.167,#2778,2.855,3.083,#2995,2.700,2.917
#3396,2.520,2.722,n/a,n/a,n/a,#3239,2.392,2.583,#3712,2.469,2.667,#2995,2.700,2.917
#3396,2.520,2.722,n/a,n/a,n/a,#3456,2.315,2.500,#2988,2.777,3.000,#3537,2.469,2.667
#3396,2.520,2.722,n/a,n/a,n/a,#3026,2.469,2.667,#2988,2.777,3.000,#3912,2.315,2.500
#3400,2.520,2.722,n/a,n/a,n/a,#3456,2.315,2.500,#2353,3.009,3.250,#4065,2.237,2.417
#3401,2.520,2.615,n/a,n/a,n/a,#2912,2.520,2.615,#2459,2.965,3.077,#4449,2.075,2.154
#3401,2.520,2.615,n/a,n/a,n/a,#3273,2.372,2.462,#2459,2.965,3.077,#4094,2.224,2.308
#3401,2.520,2.615,n/a,n/a,n/a,#3680,2.224,2.308,#3436,2.594,2.692,#2887,2.743,2.846
#3401,2.520,2.615,n/a,n/a,n/a,#3096,2.446,2.538,#4235,2.224,2.308,#2555,2.891,3.000
#3401,2.520,2.615,n/a,n/a,n/a,#2292,2.743,2.846,#3040,2.743,2.846,#4449,2.075,2.154
#3407,2.520,3.333,n/a,n/a,n/a,#3313,2.362,3.125,#2828,2.835,3.750,#3787,2.362,3.125
#3408,2.520,3.333,n/a,n/a,n/a,#4055,2.079,2.750,#2582,2.929,3.875,#3322,2.551,3.375
#3408,2.520,3.333,n/a,n/a,n/a,#3313,2.362,3.125,#3301,2.646,3.500,#3322,2.551,3.375
#3410,2.520,3.333,n/a,n/a,n/a,#3050,2.457,3.250,#2828,2.835,3.750,#4002,2.268,3.000
#3410,2.520,3.333,n/a,n/a,n/a,#2559,2.646,3.500,#3734,2.457,3.250,#3556,2.457,3.250
#3410,2.520,3.333,n/a,n/a,n/a,#3050,2.457,3.250,#3301,2.646,3.500,#3556,2.457,3.250
#3410,2.520,3.333,n/a,n/a,n/a,#2801,2.551,3.375,#3530,2.551,3.375,#3556,2.457,3.250
#3410,2.520,3.333,n/a,n/a,n/a,#3050,2.457,3.250,#3734,2.457,3.250,#3115,2.646,3.500
#3415,2.519,2.519,n/a,n/a,n/a,#3721,2.222,2.222,#3247,2.667,2.667,#3074,2.667,2.667
#3416,2.517,2.517,n/a,n/a,n/a,#4018,2.100,2.100,#2362,3.000,3.000,#3587,2.450,2.450
#3417,2.517,2.517,n/a,n/a,n/a,#3749,2.200,2.200,#3909,2.400,2.400,#2438,2.950,2.950
#3417,2.517,2.517,n/a,n/a,n/a,#3626,2.250,2.250,#2362,3.000,3.000,#3925,2.300,2.300
#3417,2.517,2.517,n/a,n/a,n/a,#2813,2.550,2.550,#2509,2.950,2.950,#4537,2.050,2.050
#3420,2.515,2.515,n/a,n/a,n/a,#2455,2.682,2.682,#3863,2.409,2.409,#3577,2.455,2.455
#3420,2.515,2.515,n/a,n/a,n/a,#2718,2.591,2.591,#3448,2.591,2.591,#3782,2.364,2.364
#3420,2.515,2.515,n/a,n/a,n/a,#4199,2.045,2.045,#2998,2.773,2.773,#2958,2.727,2.727
#3420,2.515,2.515,n/a,n/a,n/a,#3934,2.136,2.136,#2500,2.955,2.955,#3577,2.455,2.455
#3424,2.511,2.511,n/a,n/a,n/a,#2855,2.533,2.533,#3083,2.733,2.733,#4024,2.267,2.267
#3425,2.510,2.510,n/a,n/a,n/a,#4036,2.088,2.088,#3456,2.588,2.588,#2650,2.853,2.853
#3426,2.510,2.510,n/a,n/a,n/a,#3351,2.353,2.353,#3296,2.647,2.647,#3381,2.529,2.529
#3427,2.510,3.833,n/a,n/a,n/a,#2937,2.510,3.833,#4330,2.182,3.333,#2686,2.837,4.333
#3428,2.510,3.833,n/a,n/a,n/a,#3211,2.400,3.667,#3398,2.619,4.000,#3450,2.510,3.833
#3429,2.509,2.509,n/a,n/a,n/a,#3165,2.421,2.421,#2949,2.789,2.789,#3907,2.316,2.316
#3430,2.508,2.508,n/a,n/a,n/a,#4548,1.905,1.905,#2131,3.095,3.095,#3415,2.524,2.524
#3431,2.507,2.967,n/a,n/a,n/a,#4209,2.028,2.400,#2715,2.874,3.400,#3188,2.620,3.100
#3432,2.507,2.967,n/a,n/a,n/a,#3297,2.366,2.800,#3953,2.366,2.800,#2798,2.789,3.300
#3433,2.506,2.506,n/a,n/a,n/a,#3194,2.411,2.411,#2657,2.893,2.893,#4153,2.214,2.214
#3434,2.500,2.500,n/a,n/a,n/a,#3337,2.357,2.357,#4130,2.286,2.286,#2624,2.857,2.857
#3434,2.500,2.500,n/a,n/a,n/a,#2199,2.786,2.786,#4299,2.214,2.214,#3467,2.500,2.500
#3434,2.500,2.500,n/a,n/a,n/a,#4018,2.100,2.100,#3549,2.550,2.550,#2664,2.850,2.850
#3434,2.500,2.500,n/a,n/a,n/a,#3864,2.167,2.167,#3731,2.458,2.458,#2585,2.875,2.875
#3434,2.500,2.500,n/a,n/a,n/a,#3482,2.300,2.300,#3768,2.450,2.450,#2872,2.750,2.750
#3434,2.500,2.500,n/a,n/a,n/a,#3728,2.214,2.214,#3247,2.667,2.667,#3200,2.619,2.619
#3434,2.500,2.500,n/a,n/a,n/a,#3337,2.357,2.357,#2757,2.857,2.857,#3977,2.286,2.286
#3434,2.500,2.500,n/a,n/a,n/a,#3087,2.450,2.450,#2805,2.850,2.850,#4167,2.200,2.200
#3434,2.500,2.500,n/a,n/a,n/a,#1840,2.929,2.929,#3790,2.429,2.429,#4286,2.143,2.143
#3434,2.500,2.500,n/a,n/a,n/a,#4135,2.071,2.071,#2757,2.857,2.857,#3295,2.571,2.571
#3444,2.500,2.500,n/a,n/a,n/a,#3536,2.286,2.286,#2966,2.786,2.786,#3617,2.429,2.429
#3445,2.498,2.818,n/a,n/a,n/a,#2983,2.498,2.818,#3486,2.579,2.909,#3666,2.417,2.727
#3445,2.498,2.818,n/a,n/a,n/a,#2751,2.579,2.909,#3677,2.498,2.818,#3666,2.417,2.727
#3447,2.496,2.590,n/a,n/a,n/a,#3489,2.298,2.385,#2298,3.039,3.154,#4280,2.150,2.231
#3447,2.496,2.590,n/a,n/a,n/a,#1743,2.965,3.077,#3775,2.446,2.538,#4449,2.075,2.154
#3449,2.496,2.590,n/a,n/a,n/a,#2480,2.668,2.769,#3436,2.594,2.692,#4094,2.224,2.308
#3450,2.495,2.694,n/a,n/a,n/a,#3239,2.392,2.583,#2146,3.086,3.333,#4612,2.006,2.167
#3450,2.495,2.694,n/a,n/a,n/a,#3456,2.315,2.500,#3164,2.700,2.917,#3537,2.469,2.667
#3450,2.495,2.694,n/a,n/a,n/a,#3456,2.315,2.500,#2778,2.855,3.083,#3912,2.315,2.500
#3450,2.495,2.694,n/a,n/a,n/a,#3456,2.315,2.500,#3371,2.623,2.833,#3347,2.546,2.750
#3454,2.494,3.111,n/a,n/a,n/a,#3440,2.316,2.889,#3463,2.584,3.222,#3256,2.584,3.222
#3455,2.494,3.111,n/a,n/a,n/a,#3913,2.138,2.667,#3463,2.584,3.222,#2852,2.762,3.444
#3455,2.494,3.111,n/a,n/a,n/a,#2468,2.673,3.333,#3463,2.584,3.222,#4079,2.227,2.778
#3455,2.494,3.111,n/a,n/a,n/a,#2992,2.494,3.111,#2795,2.851,3.556,#4299,2.138,2.667
#3455,2.494,3.111,n/a,n/a,n/a,#2468,2.673,3.333,#4440,2.138,2.667,#3045,2.673,3.333
#3455,2.494,3.111,n/a,n/a,n/a,#4820,1.782,2.222,#4657,2.049,2.556,#989,3.653,4.556
#3455,2.494,3.111,n/a,n/a,n/a,#2992,2.494,3.111,#3463,2.584,3.222,#3686,2.405,3.000
#3461,2.494,3.111,n/a,n/a,n/a,#2992,2.494,3.111,#3220,2.673,3.333,#3888,2.316,2.889
#3462,2.493,2.493,n/a,n/a,n/a,#2781,2.565,2.565,#3517,2.565,2.565,#3820,2.348,2.348
#3463,2.492,2.492,n/a,n/a,n/a,#3256,2.381,2.381,#3123,2.714,2.714,#3750,2.381,2.381
#3463,2.492,2.492,n/a,n/a,n/a,#3647,2.238,2.238,#3123,2.714,2.714,#3415,2.524,2.524
#3465,2.492,3.524,n/a,n/a,n/a,#3399,2.323,3.286,#2576,2.929,4.143,#4105,2.222,3.143
#3465,2.492,3.524,n/a,n/a,n/a,#3143,2.424,3.429,#3801,2.424,3.429,#3153,2.626,3.714
#3465,2.492,3.524,n/a,n/a,n/a,#3690,2.222,3.143,#4461,2.121,3.000,#2053,3.131,4.429
#3465,2.492,3.524,n/a,n/a,n/a,#3399,2.323,3.286,#3345,2.626,3.714,#3390,2.525,3.571
#3465,2.492,3.524,n/a,n/a,n/a,#3399,2.323,3.286,#3588,2.525,3.571,#3153,2.626,3.714
#3465,2.492,3.524,n/a,n/a,n/a,#3399,2.323,3.286,#4024,2.323,3.286,#2710,2.828,4.000
#3465,2.492,3.524,n/a,n/a,n/a,#2593,2.626,3.714,#3345,2.626,3.714,#4105,2.222,3.143
#3465,2.492,3.524,n/a,n/a,n/a,#2593,2.626,3.714,#3345,2.626,3.714,#4105,2.222,3.143
#3465,2.492,3.524,n/a,n/a,n/a,#2887,2.525,3.571,#3588,2.525,3.571,#3628,2.424,3.429
#3475,2.491,2.491,n/a,n/a,n/a,#3738,2.211,2.211,#2514,2.947,2.947,#3907,2.316,2.316
#3476,2.490,2.490,n/a,n/a,n/a,#3658,2.235,2.235,#3149,2.706,2.706,#3381,2.529,2.529
#3476,2.490,2.490,n/a,n/a,n/a,#3513,2.294,2.294,#3149,2.706,2.706,#3529,2.471,2.471
#3476,2.490,2.490,n/a,n/a,n/a,#2874,2.529,2.529,#3296,2.647,2.647,#3937,2.294,2.294
#3479,2.490,2.490,n/a,n/a,n/a,#3513,2.294,2.294,#3855,2.412,2.412,#2843,2.765,2.765
#3480,2.489,2.489,n/a,n/a,n/a,#4602,1.867,1.867,#4307,2.200,2.200,#1458,3.400,3.400
#3480,2.489,2.489,n/a,n/a,n/a,#2494,2.667,2.667,#4452,2.133,2.133,#3074,2.667,2.667
#3480,2.489,2.489,n/a,n/a,n/a,#2855,2.533,2.533,#3719,2.467,2.467,#3544,2.467,2.467
#3480,2.489,2.489,n/a,n/a,n/a,#4145,2.067,2.067,#2736,2.867,2.867,#3372,2.533,2.533
#3480,2.489,2.489,n/a,n/a,n/a,#3370,2.333,2.333,#3083,2.733,2.733,#3723,2.400,2.400
#3480,2.489,2.489,n/a,n/a,n/a,#1898,2.900,2.900,#4641,2.067,2.067,#3467,2.500,2.500
#3486,2.488,3.292,n/a,n/a,n/a,#3050,2.457,3.250,#4554,2.079,2.750,#2487,2.929,3.875
#3486,2.488,3.292,n/a,n/a,n/a,#4055,2.079,2.750,#3301,2.646,3.500,#2904,2.740,3.625
#3488,2.488,3.292,n/a,n/a,n/a,#4330,1.984,2.625,#2344,3.024,4.000,#3556,2.457,3.250
#3489,2.486,2.486,n/a,n/a,n/a,#2945,2.500,2.500,#2843,2.833,2.833,#4318,2.125,2.125
#3489,2.486,2.486,n/a,n/a,n/a,#3370,2.333,2.333,#3731,2.458,2.458,#3074,2.667,2.667
#3491,2.485,2.485,n/a,n/a,n/a,#3308,2.364,2.364,#3557,2.545,2.545,#3353,2.545,2.545
#3492,2.481,2.481,n/a,n/a,n/a,#3265,2.375,2.375,#3516,2.569,2.569,#3467,2.500,2.500
#3492,2.481,2.481,n/a,n/a,n/a,#2714,2.593,2.593,#4011,2.333,2.333,#3445,2.519,2.519
#3492,2.481,2.481,n/a,n/a,n/a,#2794,2.556,2.556,#4146,2.278,2.278,#3214,2.611,2.611
#3495,2.480,2.480,n/a,n/a,n/a,#3115,2.440,2.440,#3117,2.720,2.720,#3994,2.280,2.280
#3496,2.479,2.479,n/a,n/a,n/a,#4585,1.875,1.875,#3651,2.500,2.500,#2195,3.063,3.063
#3497,2.479,2.479,n/a,n/a,n/a,#3626,2.250,2.250,#2549,2.938,2.938,#4053,2.250,2.250
#3497,2.479,2.479,n/a,n/a,n/a,#3776,2.188,2.188,#3942,2.375,2.375,#2585,2.875,2.875
#3499,2.479,2.933,n/a,n/a,n/a,#3079,2.451,2.900,#2715,2.874,3.400,#4376,2.113,2.500
#3500,2.479,2.933,n/a,n/a,n/a,#3757,2.197,2.600,#2715,2.874,3.400,#3774,2.366,2.800
#3500,2.479,2.933,n/a,n/a,n/a,#3079,2.451,2.900,#3387,2.620,3.100,#3774,2.366,2.800
#3502,2.478,2.478,n/a,n/a,n/a,#3944,2.130,2.130,#4384,2.174,2.174,#2056,3.130,3.130
#3503,2.478,2.478,n/a,n/a,n/a,#4037,2.087,2.087,#3419,2.609,2.609,#2926,2.739,2.739
#3504,2.477,2.477,n/a,n/a,n/a,#3509,2.297,2.297,#3384,2.622,2.622,#3448,2.514,2.514
#3505,2.476,2.476,n/a,n/a,n/a,#2763,2.571,2.571,#3755,2.452,2.452,#3699,2.405,2.405
#3505,2.476,2.476,n/a,n/a,n/a,#4135,2.071,2.071,#3123,2.714,2.714,#3127,2.643,2.643
#3505,2.476,2.476,n/a,n/a,n/a,#2763,2.571,2.571,#3500,2.571,2.571,#3977,2.286,2.286
#3505,2.476,2.476,n/a,n/a,n/a,#4290,2.000,2.000,#2183,3.071,3.071,#3806,2.357,2.357
#3509,2.475,2.475,n/a,n/a,n/a,#4154,2.064,2.064,#3110,2.723,2.723,#3138,2.638,2.638
#3510,2.474,2.474,n/a,n/a,n/a,#3574,2.269,2.269,#3186,2.692,2.692,#3552,2.462,2.462
#3510,2.474,2.474,n/a,n/a,n/a,#2232,2.769,2.769,#3836,2.423,2.423,#4078,2.231,2.231
#3512,2.473,3.778,n/a,n/a,n/a,#3780,2.182,3.333,#3880,2.400,3.667,#2686,2.837,4.333
#3512,2.473,3.778,n/a,n/a,n/a,#4091,2.073,3.167,#3880,2.400,3.667,#2448,2.946,4.500
#3512,2.473,3.778,n/a,n/a,n/a,#3780,2.182,3.333,#3398,2.619,4.000,#3204,2.619,4.000
#3515,2.471,2.471,n/a,n/a,n/a,#2531,2.655,2.655,#3853,2.414,2.414,#3825,2.345,2.345
#3516,2.471,2.788,n/a,n/a,n/a,#3612,2.256,2.545,#3486,2.579,2.909,#3279,2.579,2.909
#3516,2.471,2.788,n/a,n/a,n/a,#3822,2.176,2.455,#2872,2.820,3.182,#3666,2.417,2.727
#3518,2.471,2.788,n/a,n/a,n/a,#2983,2.498,2.818,#2222,3.062,3.455,#4940,1.853,2.091
