wowie_rank,wowie_score,wowie_raw_score,topic_rank,topic_score,topic_raw_score,fun_rank,fun_score,fun_raw_score,simplicity_rank,simplicity_score,simplicity_raw_score,sound_rank,sound_score,sound_raw_score,visuals_rank,visuals_score,visuals_raw_score,creativity_rank,creativity_score,creativity_raw_score
#716,2.263,3.200,#263,3.536,5.000,#575,2.687,3.800,#411,3.536,5.000,#942,1.131,1.600,#821,1.980,2.800,#680,2.546,3.600
#716,2.263,3.200,#849,1.838,2.600,#401,3.111,4.400,#783,2.687,3.800,#671,2.263,3.200,#740,2.263,3.200,#781,2.263,3.200
#716,2.263,3.200,#741,2.263,3.200,#684,2.404,3.400,#943,1.980,2.800,#709,2.121,3.000,#698,2.404,3.400,#680,2.546,3.600
#716,2.263,3.200,#602,2.687,3.800,#741,2.263,3.200,#847,2.404,3.400,#671,2.263,3.200,#698,2.404,3.400,#680,2.546,3.600
#716,2.263,3.200,#686,2.404,3.400,#817,1.980,2.800,#943,1.980,2.800,#709,2.121,3.000,#604,2.687,3.800,#680,2.546,3.600
#716,2.263,3.200,#686,2.404,3.400,#741,2.263,3.200,#819,2.546,3.600,#625,2.404,3.400,#650,2.546,3.600,#734,2.404,3.400
#729,2.261,2.261,#682,2.435,2.435,#692,2.391,2.391,#696,2.957,2.957,#663,2.304,2.304,#376,3.261,3.261,#542,2.913,2.913
#730,2.260,2.260,#871,1.760,1.760,#709,2.360,2.360,#317,3.720,3.720,#475,2.820,2.820,#768,2.160,2.160,#816,2.140,2.140
#731,2.250,2.250,#872,1.750,1.750,#797,2.091,2.091,#762,2.773,2.773,#649,2.341,2.341,#584,2.727,2.727,#809,2.159,2.159
#732,2.236,2.500,#913,1.565,1.750,#750,2.236,2.500,#554,3.242,3.625,#577,2.571,2.875,#638,2.571,2.875,#714,2.460,2.750
#732,2.236,2.500,#366,3.242,3.625,#536,2.795,3.125,#502,3.354,3.750,#901,1.342,1.500,#677,2.460,2.750,#547,2.907,3.250
#732,2.236,2.500,#193,3.690,4.125,#842,1.901,2.125,#502,3.354,3.750,#577,2.571,2.875,#608,2.683,3.000,#790,2.236,2.500
#732,2.236,2.500,#563,2.795,3.125,#712,2.348,2.625,#651,3.019,3.375,#577,2.571,2.875,#515,2.907,3.250,#596,2.795,3.125
#732,2.236,2.500,#525,2.907,3.250,#712,2.348,2.625,#447,3.466,3.875,#577,2.571,2.875,#718,2.348,2.625,#759,2.348,2.625
#738,2.235,2.235,#827,1.971,1.971,#679,2.441,2.441,#576,3.206,3.206,#684,2.206,2.206,#852,1.882,1.882,#406,3.206,3.206
#739,2.231,2.231,#536,2.846,2.846,#936,1.538,1.538,#332,3.692,3.692,#863,1.462,1.462,#676,2.462,2.462,#662,2.615,2.615
#739,2.231,2.231,#599,2.692,2.692,#850,1.846,1.846,#659,3.000,3.000,#426,2.923,2.923,#535,2.846,2.846,#750,2.385,2.385
#741,2.214,3.500,#651,2.530,4.000,#641,2.530,4.000,#775,2.688,4.250,#766,1.897,3.000,#876,1.739,2.750,#633,2.688,4.250
#741,2.214,3.500,#708,2.372,3.750,#758,2.214,3.500,#895,2.214,3.500,#834,1.581,2.500,#754,2.214,3.500,#795,2.214,3.500
#741,2.214,3.500,#796,2.055,3.250,#704,2.372,3.750,#775,2.688,4.250,#463,2.846,4.500,#598,2.688,4.250,#633,2.688,4.250
#741,2.214,3.500,#796,2.055,3.250,#804,2.055,3.250,#927,2.055,3.250,#729,2.055,3.250,#796,2.055,3.250,#841,2.055,3.250
#741,2.214,3.500,#651,2.530,4.000,#873,1.739,2.750,#927,2.055,3.250,#948,1.107,1.750,#598,2.688,4.250,#795,2.214,3.500
#746,2.200,2.200,#695,2.400,2.400,#782,2.133,2.133,#884,2.267,2.267,#481,2.800,2.800,#659,2.533,2.533,#691,2.533,2.533
#747,2.196,2.196,#950,1.413,1.413,#385,3.152,3.152,#183,3.957,3.957,#480,2.804,2.804,#780,2.130,2.130,#888,1.870,1.870
#748,2.195,2.833,#941,1.420,1.833,#863,1.807,2.333,#634,3.098,4.000,#469,2.840,3.667,#794,2.066,2.667,#831,2.066,2.667
#748,2.195,2.833,#593,2.711,3.500,#828,1.936,2.500,#738,2.840,3.667,#853,1.549,2.000,#762,2.195,2.833,#618,2.711,3.500
#748,2.195,2.833,#793,2.066,2.667,#828,1.936,2.500,#770,2.711,3.500,#688,2.195,2.833,#682,2.453,3.167,#721,2.453,3.167
#751,2.191,4.000,#768,2.191,4.000,#702,2.373,4.333,#858,2.373,4.333,#829,1.643,3.000,#956,1.278,2.333,#804,2.191,4.000
#751,2.191,4.000,#768,2.191,4.000,#702,2.373,4.333,#858,2.373,4.333,#864,1.461,2.667,#932,1.461,2.667,#926,1.643,3.000
#753,2.182,2.182,#967,1.273,1.273,#562,2.727,2.727,#251,3.818,3.818,#434,2.909,2.909,#473,3.000,3.000,#808,2.182,2.182
#754,2.172,2.172,#513,2.966,2.966,#614,2.586,2.586,#248,3.828,3.828,#935,1.172,1.172,#871,1.793,1.793,#650,2.655,2.655
#755,2.167,2.167,#332,3.333,3.333,#655,2.500,2.500,#349,3.667,3.667,#381,3.000,3.000,#747,2.250,2.250,#731,2.417,2.417
#755,2.167,2.167,#637,2.556,2.556,#733,2.278,2.278,#659,3.000,3.000,#588,2.556,2.556,#631,2.611,2.611,#749,2.389,2.389
#757,2.151,2.571,#655,2.510,3.000,#736,2.271,2.714,#566,3.227,3.857,#961,1.076,1.286,#770,2.151,2.571,#778,2.271,2.714
#757,2.151,2.571,#735,2.271,2.714,#648,2.510,3.000,#672,2.988,3.571,#700,2.151,2.571,#939,1.434,1.714,#848,2.032,2.429
#757,2.151,2.571,#812,2.032,2.429,#603,2.630,3.143,#566,3.227,3.857,#635,2.390,2.857,#665,2.510,3.000,#810,2.151,2.571
#757,2.151,2.571,#624,2.630,3.143,#693,2.390,2.857,#916,2.151,2.571,#505,2.749,3.286,#624,2.630,3.143,#610,2.749,3.286
#763,2.124,2.375,#952,1.342,1.500,#621,2.571,2.875,#706,2.907,3.250,#540,2.683,3.000,#718,2.348,2.625,#714,2.460,2.750
#763,2.124,2.375,#952,1.342,1.500,#621,2.571,2.875,#602,3.130,3.500,#739,2.012,2.250,#897,1.677,1.875,#944,1.565,1.750
#763,2.124,2.375,#930,1.453,1.625,#582,2.683,3.000,#85,4.137,4.625,#577,2.571,2.875,#638,2.571,2.875,#759,2.348,2.625
#763,2.124,2.375,#839,1.901,2.125,#660,2.460,2.750,#393,3.578,4.000,#932,1.230,1.375,#335,3.354,3.750,#790,2.236,2.500
#763,2.124,2.375,#775,2.124,2.375,#812,2.012,2.250,#795,2.683,3.000,#826,1.677,1.875,#638,2.571,2.875,#759,2.348,2.625
#763,2.124,2.375,#775,2.124,2.375,#812,2.012,2.250,#502,3.354,3.750,#764,1.901,2.125,#748,2.236,2.500,#759,2.348,2.625
#769,2.121,3.000,#882,1.697,2.400,#741,2.263,3.200,#819,2.546,3.600,#709,2.121,3.000,#548,2.828,4.000,#734,2.404,3.400
#769,2.121,3.000,#686,2.404,3.400,#629,2.546,3.600,#478,3.394,4.800,#592,2.546,3.600,#650,2.546,3.600,#819,2.121,3.000
#769,2.121,3.000,#686,2.404,3.400,#684,2.404,3.400,#819,2.546,3.600,#742,1.980,2.800,#821,1.980,2.800,#680,2.546,3.600
#769,2.121,3.000,#686,2.404,3.400,#741,2.263,3.200,#885,2.263,3.200,#781,1.838,2.600,#650,2.546,3.600,#819,2.121,3.000
#769,2.121,3.000,#849,1.838,2.600,#684,2.404,3.400,#943,1.980,2.800,#472,2.828,4.000,#431,3.111,4.400,#819,2.121,3.000
#769,2.121,3.000,#849,1.838,2.600,#684,2.404,3.400,#819,2.546,3.600,#709,2.121,3.000,#821,1.980,2.800,#889,1.838,2.600
#769,2.121,3.000,#778,2.121,3.000,#817,1.980,2.800,#920,2.121,3.000,#625,2.404,3.400,#698,2.404,3.400,#819,2.121,3.000
#776,2.108,2.222,#654,2.530,2.667,#727,2.319,2.444,#697,2.951,3.111,#834,1.581,1.667,#620,2.635,2.778,#861,2.003,2.111
#776,2.108,2.222,#461,3.057,3.222,#596,2.635,2.778,#734,2.846,3.000,#940,1.160,1.222,#693,2.424,2.556,#655,2.635,2.778
#779,2.066,2.667,#380,3.227,4.167,#615,2.582,3.333,#634,3.098,4.000,#819,1.678,2.167,#864,1.807,2.333,#831,2.066,2.667
#779,2.066,2.667,#540,2.840,3.667,#828,1.936,2.500,#634,3.098,4.000,#905,1.291,1.667,#722,2.324,3.000,#667,2.582,3.333
#779,2.066,2.667,#540,2.840,3.667,#771,2.195,2.833,#634,3.098,4.000,#571,2.582,3.333,#635,2.582,3.333,#831,2.066,2.667
#779,2.066,2.667,#718,2.324,3.000,#863,1.807,2.333,#738,2.840,3.667,#653,2.324,3.000,#762,2.195,2.833,#618,2.711,3.500
#779,2.066,2.667,#633,2.582,3.333,#771,2.195,2.833,#875,2.324,3.000,#754,1.936,2.500,#864,1.807,2.333,#667,2.582,3.333
#779,2.066,2.667,#760,2.195,2.833,#718,2.324,3.000,#560,3.227,4.167,#819,1.678,2.167,#762,2.195,2.833,#871,1.936,2.500
#779,2.066,2.667,#509,2.969,3.833,#771,2.195,2.833,#430,3.486,4.500,#653,2.324,3.000,#635,2.582,3.333,#765,2.324,3.000
#779,2.066,2.667,#860,1.807,2.333,#718,2.324,3.000,#875,2.324,3.000,#819,1.678,2.167,#832,1.936,2.500,#618,2.711,3.500
#779,2.066,2.667,#380,3.227,4.167,#671,2.453,3.167,#560,3.227,4.167,#905,1.291,1.667,#682,2.453,3.167,#799,2.195,2.833
#779,2.066,2.667,#718,2.324,3.000,#798,2.066,2.667,#952,1.936,2.500,#722,2.066,2.667,#722,2.324,3.000,#721,2.453,3.167
#789,2.055,3.250,#906,1.581,2.500,#758,2.214,3.500,#864,2.372,3.750,#766,1.897,3.000,#846,1.897,3.000,#795,2.214,3.500
#789,2.055,3.250,#600,2.688,4.250,#758,2.214,3.500,#725,2.846,4.500,#800,1.739,2.750,#904,1.581,2.500,#693,2.530,4.000
#789,2.055,3.250,#990,0.949,1.500,#846,1.897,3.000,#830,2.530,4.000,#642,2.372,3.750,#796,2.055,3.250,#841,2.055,3.250
#789,2.055,3.250,#906,1.581,2.500,#641,2.530,4.000,#775,2.688,4.250,#975,0.949,1.500,#796,2.055,3.250,#751,2.372,3.750
#789,2.055,3.250,#796,2.055,3.250,#804,2.055,3.250,#927,2.055,3.250,#729,2.055,3.250,#796,2.055,3.250,#841,2.055,3.250
#789,2.055,3.250,#981,1.107,1.750,#873,1.739,2.750,#830,2.530,4.000,#800,1.739,2.750,#796,2.055,3.250,#693,2.530,4.000
#789,2.055,3.250,#796,2.055,3.250,#846,1.897,3.000,#864,2.372,3.750,#729,2.055,3.250,#796,2.055,3.250,#693,2.530,4.000
#789,2.055,3.250,#755,2.214,3.500,#758,2.214,3.500,#725,2.846,4.500,#679,2.214,3.500,#754,2.214,3.500,#841,2.055,3.250
#789,2.055,3.250,#708,2.372,3.750,#758,2.214,3.500,#895,2.214,3.500,#800,1.739,2.750,#796,2.055,3.250,#751,2.372,3.750
#799,2.032,2.429,#899,1.673,2.000,#648,2.510,3.000,#441,3.466,4.143,#700,2.151,2.571,#872,1.793,2.143,#810,2.151,2.571
#799,2.032,2.429,#699,2.390,2.857,#736,2.271,2.714,#621,3.108,3.714,#635,2.390,2.857,#770,2.151,2.571,#810,2.151,2.571
#799,2.032,2.429,#284,3.466,4.143,#553,2.749,3.286,#441,3.466,4.143,#555,2.630,3.143,#838,1.912,2.286,#658,2.630,3.143
#799,2.032,2.429,#699,2.390,2.857,#778,2.151,2.571,#765,2.749,3.286,#760,1.912,2.286,#735,2.271,2.714,#778,2.271,2.714
#799,2.032,2.429,#434,3.108,3.714,#553,2.749,3.286,#621,3.108,3.714,#904,1.315,1.571,#811,2.032,2.429,#702,2.510,3.000
#804,2.012,2.250,#476,3.019,3.375,#812,2.012,2.250,#795,2.683,3.000,#799,1.789,2.000,#984,1.118,1.250,#944,1.565,1.750
#804,2.012,2.250,#867,1.789,2.000,#786,2.124,2.375,#841,2.460,2.750,#706,2.124,2.375,#677,2.460,2.750,#817,2.124,2.375
#804,2.012,2.250,#867,1.789,2.000,#750,2.236,2.500,#602,3.130,3.500,#540,2.683,3.000,#515,2.907,3.250,#714,2.460,2.750
#804,2.012,2.250,#563,2.795,3.125,#842,1.901,2.125,#795,2.683,3.000,#843,1.565,1.750,#897,1.677,1.875,#547,2.907,3.250
#804,2.012,2.250,#635,2.571,2.875,#660,2.460,2.750,#651,3.019,3.375,#706,2.124,2.375,#677,2.460,2.750,#790,2.236,2.500
#809,2.008,3.667,#768,2.191,4.000,#775,2.191,4.000,#816,2.556,4.667,#693,2.191,4.000,#858,1.826,3.333,#949,1.461,2.667
#809,2.008,3.667,#707,2.373,4.333,#775,2.191,4.000,#939,2.008,3.667,#1007,0.548,1.000,#901,1.643,3.000,#856,2.008,3.667
#812,2.003,2.111,#723,2.319,2.444,#682,2.424,2.556,#734,2.846,3.000,#940,1.160,1.222,#888,1.687,1.778,#861,2.003,2.111
#813,2.000,2.000,#863,1.800,1.800,#769,2.200,2.200,#473,3.400,3.400,#794,1.800,1.800,#668,2.500,2.500,#707,2.500,2.500
#813,2.000,2.000,#789,2.100,2.100,#769,2.200,2.200,#714,2.900,2.900,#859,1.500,1.500,#733,2.300,2.300,#745,2.400,2.400
#813,2.000,2.000,#695,2.400,2.400,#732,2.300,2.300,#528,3.300,3.300,#685,2.200,2.200,#668,2.500,2.500,#798,2.200,2.200
#813,2.000,2.000,#726,2.308,2.308,#731,2.308,2.308,#480,3.385,3.385,#565,2.615,2.615,#453,3.077,3.077,#713,2.462,2.462
#817,1.980,2.800,#741,2.263,3.200,#787,2.121,3.000,#819,2.546,3.600,#968,0.990,1.400,#915,1.556,2.200,#819,2.121,3.000
#817,1.980,2.800,#741,2.263,3.200,#787,2.121,3.000,#847,2.404,3.400,#781,1.838,2.600,#784,2.121,3.000,#734,2.404,3.400
#817,1.980,2.800,#882,1.697,2.400,#629,2.546,3.600,#747,2.828,4.000,#968,0.990,1.400,#821,1.980,2.800,#889,1.838,2.600
#817,1.980,2.800,#820,1.980,2.800,#817,1.980,2.800,#943,1.980,2.800,#742,1.980,2.800,#821,1.980,2.800,#865,1.980,2.800
#817,1.980,2.800,#778,2.121,3.000,#952,1.414,2.000,#847,2.404,3.400,#625,2.404,3.400,#949,1.414,2.000,#781,2.263,3.200
#817,1.980,2.800,#686,2.404,3.400,#817,1.980,2.800,#747,2.828,4.000,#781,1.838,2.600,#784,2.121,3.000,#587,2.828,4.000
#823,1.936,2.500,#540,2.840,3.667,#671,2.453,3.167,#738,2.840,3.667,#754,1.936,2.500,#953,1.291,1.667,#871,1.936,2.500
#823,1.936,2.500,#893,1.678,2.167,#948,1.420,1.833,#977,1.678,2.167,#722,2.066,2.667,#682,2.453,3.167,#799,2.195,2.833
#823,1.936,2.500,#831,1.936,2.500,#894,1.678,2.167,#983,1.549,2.000,#754,1.936,2.500,#864,1.807,2.333,#900,1.807,2.333
#823,1.936,2.500,#941,1.420,1.833,#863,1.807,2.333,#689,2.969,3.833,#527,2.711,3.500,#889,1.678,2.167,#831,2.066,2.667
#828,1.901,2.125,#897,1.677,1.875,#660,2.460,2.750,#447,3.466,3.875,#485,2.795,3.125,#335,3.354,3.750,#759,2.348,2.625
#828,1.901,2.125,#671,2.460,2.750,#842,1.901,2.125,#841,2.460,2.750,#646,2.348,2.625,#608,2.683,3.000,#714,2.460,2.750
#828,1.901,2.125,#419,3.130,3.500,#750,2.236,2.500,#602,3.130,3.500,#945,1.118,1.250,#748,2.236,2.500,#547,2.907,3.250
#831,1.897,3.000,#796,2.055,3.250,#940,1.423,2.250,#895,2.214,3.500,#766,1.897,3.000,#598,2.688,4.250,#879,1.897,3.000
#831,1.897,3.000,#842,1.897,3.000,#910,1.581,2.500,#775,2.688,4.250,#948,1.107,1.750,#876,1.739,2.750,#931,1.581,2.500
#831,1.897,3.000,#906,1.581,2.500,#910,1.581,2.500,#725,2.846,4.500,#873,1.423,2.250,#660,2.530,4.000,#693,2.530,4.000
#831,1.897,3.000,#842,1.897,3.000,#641,2.530,4.000,#725,2.846,4.500,#766,1.897,3.000,#660,2.530,4.000,#841,2.055,3.250
#831,1.897,3.000,#708,2.372,3.750,#804,2.055,3.250,#864,2.372,3.750,#998,0.632,1.000,#985,1.107,1.750,#693,2.530,4.000
#831,1.897,3.000,#479,3.004,4.750,#704,2.372,3.750,#864,2.372,3.750,#800,1.739,2.750,#796,2.055,3.250,#751,2.372,3.750
#837,1.838,2.600,#778,2.121,3.000,#886,1.697,2.400,#920,2.121,3.000,#846,1.556,2.200,#784,2.121,3.000,#819,2.121,3.000
#837,1.838,2.600,#741,2.263,3.200,#851,1.838,2.600,#783,2.687,3.800,#810,1.697,2.400,#821,1.980,2.800,#865,1.980,2.800
#837,1.838,2.600,#882,1.697,2.400,#787,2.121,3.000,#550,3.253,4.600,#742,1.980,2.800,#740,2.263,3.200,#637,2.687,3.800
#837,1.838,2.600,#639,2.546,3.600,#886,1.697,2.400,#783,2.687,3.800,#846,1.556,2.200,#698,2.404,3.400,#819,2.121,3.000
#837,1.838,2.600,#778,2.121,3.000,#817,1.980,2.800,#943,1.980,2.800,#781,1.838,2.600,#821,1.980,2.800,#781,2.263,3.200
#837,1.838,2.600,#882,1.697,2.400,#787,2.121,3.000,#885,2.263,3.200,#742,1.980,2.800,#915,1.556,2.200,#865,1.980,2.800
#837,1.838,2.600,#639,2.546,3.600,#817,1.980,2.800,#747,2.828,4.000,#781,1.838,2.600,#882,1.697,2.400,#734,2.404,3.400
#837,1.838,2.600,#882,1.697,2.400,#886,1.697,2.400,#819,2.546,3.600,#709,2.121,3.000,#882,1.697,2.400,#889,1.838,2.600
#837,1.838,2.600,#778,2.121,3.000,#886,1.697,2.400,#885,2.263,3.200,#887,1.414,2.000,#740,2.263,3.200,#889,1.838,2.600
#837,1.838,2.600,#849,1.838,2.600,#817,1.980,2.800,#847,2.404,3.400,#742,1.980,2.800,#740,2.263,3.200,#889,1.838,2.600
#837,1.838,2.600,#639,2.546,3.600,#817,1.980,2.800,#943,1.980,2.800,#742,1.980,2.800,#821,1.980,2.800,#734,2.404,3.400
#848,1.826,3.333,#856,1.826,3.333,#858,1.826,3.333,#967,1.826,3.333,#790,1.826,3.333,#858,1.826,3.333,#899,1.826,3.333
#848,1.826,3.333,#856,1.826,3.333,#858,1.826,3.333,#967,1.826,3.333,#790,1.826,3.333,#816,2.008,3.667,#804,2.191,4.000
#850,1.813,1.813,#795,2.063,2.063,#862,1.813,1.813,#894,2.250,2.250,#931,1.250,1.250,#781,2.125,2.125,#726,2.438,2.438
#851,1.807,2.333,#760,2.195,2.833,#828,1.936,2.500,#430,3.486,4.500,#853,1.549,2.000,#889,1.678,2.167,#765,2.324,3.000
#851,1.807,2.333,#540,2.840,3.667,#615,2.582,3.333,#371,3.615,4.667,#571,2.582,3.333,#889,1.678,2.167,#799,2.195,2.833
#851,1.807,2.333,#675,2.453,3.167,#828,1.936,2.500,#806,2.582,3.333,#722,2.066,2.667,#926,1.549,2.000,#831,2.066,2.667
#851,1.807,2.333,#675,2.453,3.167,#828,1.936,2.500,#738,2.840,3.667,#722,2.066,2.667,#926,1.549,2.000,#946,1.549,2.000
#851,1.807,2.333,#760,2.195,2.833,#930,1.549,2.000,#875,2.324,3.000,#754,1.936,2.500,#832,1.936,2.500,#831,2.066,2.667
#856,1.800,1.800,#863,1.800,1.800,#867,1.800,1.800,#971,1.800,1.800,#794,1.800,1.800,#870,1.800,1.800,#904,1.800,1.800
#857,1.793,2.143,#434,3.108,3.714,#869,1.793,2.143,#566,3.227,3.857,#700,2.151,2.571,#899,1.673,2.000,#848,2.032,2.429
#857,1.793,2.143,#735,2.271,2.714,#809,2.032,2.429,#981,1.554,1.857,#760,1.912,2.286,#872,1.793,2.143,#702,2.510,3.000
#857,1.793,2.143,#899,1.673,2.000,#899,1.673,2.000,#621,3.108,3.714,#796,1.793,2.143,#872,1.793,2.143,#924,1.673,2.000
#857,1.793,2.143,#655,2.510,3.000,#839,1.912,2.286,#672,2.988,3.571,#827,1.673,2.000,#923,1.554,1.857,#810,2.151,2.571
#857,1.793,2.143,#735,2.271,2.714,#693,2.390,2.857,#441,3.466,4.143,#700,2.151,2.571,#838,1.912,2.286,#952,1.434,1.714
#857,1.793,2.143,#699,2.390,2.857,#839,1.912,2.286,#672,2.988,3.571,#737,2.032,2.429,#712,2.390,2.857,#658,2.630,3.143
#857,1.793,2.143,#918,1.554,1.857,#809,2.032,2.429,#883,2.271,2.714,#604,2.510,3.000,#838,1.912,2.286,#848,2.032,2.429
#864,1.792,1.889,#866,1.792,1.889,#816,2.003,2.111,#767,2.741,2.889,#896,1.370,1.444,#662,2.530,2.667,#905,1.792,1.889
#865,1.789,2.000,#952,1.342,1.500,#872,1.789,2.000,#259,3.801,4.250,#577,2.571,2.875,#782,2.124,2.375,#596,2.795,3.125
#865,1.789,2.000,#775,2.124,2.375,#842,1.901,2.125,#602,3.130,3.500,#867,1.453,1.625,#815,2.012,2.250,#854,2.012,2.250
#867,1.739,2.750,#874,1.739,2.750,#910,1.581,2.500,#895,2.214,3.500,#998,0.632,1.000,#754,2.214,3.500,#841,2.055,3.250
#867,1.739,2.750,#796,2.055,3.250,#940,1.423,2.250,#775,2.688,4.250,#679,2.214,3.500,#796,2.055,3.250,#751,2.372,3.750
#867,1.739,2.750,#796,2.055,3.250,#910,1.581,2.500,#658,3.004,4.750,#766,1.897,3.000,#940,1.423,2.250,#979,1.265,2.000
#867,1.739,2.750,#796,2.055,3.250,#873,1.739,2.750,#830,2.530,4.000,#925,1.265,2.000,#904,1.581,2.500,#879,1.897,3.000
#867,1.739,2.750,#981,1.107,1.750,#758,2.214,3.500,#725,2.846,4.500,#601,2.530,4.000,#714,2.372,3.750,#751,2.372,3.750
#867,1.739,2.750,#932,1.423,2.250,#804,2.055,3.250,#864,2.372,3.750,#766,1.897,3.000,#846,1.897,3.000,#879,1.897,3.000
#867,1.739,2.750,#796,2.055,3.250,#873,1.739,2.750,#895,2.214,3.500,#985,0.791,1.250,#904,1.581,2.500,#906,1.739,2.750
#867,1.739,2.750,#874,1.739,2.750,#910,1.581,2.500,#895,2.214,3.500,#873,1.423,2.250,#904,1.581,2.500,#931,1.581,2.500
#867,1.739,2.750,#874,1.739,2.750,#910,1.581,2.500,#956,1.897,3.000,#679,2.214,3.500,#876,1.739,2.750,#879,1.897,3.000
#877,1.700,1.700,#559,2.800,2.800,#867,1.800,1.800,#419,3.500,3.500,#832,1.600,1.600,#709,2.400,2.400,#775,2.300,2.300
#878,1.697,2.400,#602,2.687,3.800,#851,1.838,2.600,#885,2.263,3.200,#742,1.980,2.800,#981,1.131,1.600,#819,2.121,3.000
#878,1.697,2.400,#820,1.980,2.800,#741,2.263,3.200,#885,2.263,3.200,#810,1.697,2.400,#784,2.121,3.000,#734,2.404,3.400
#878,1.697,2.400,#978,1.131,1.600,#851,1.838,2.600,#819,2.546,3.600,#968,0.990,1.400,#967,1.273,1.800,#889,1.838,2.600
#878,1.697,2.400,#778,2.121,3.000,#851,1.838,2.600,#847,2.404,3.400,#942,1.131,1.600,#882,1.697,2.400,#889,1.838,2.600
#878,1.697,2.400,#820,1.980,2.800,#817,1.980,2.800,#819,2.546,3.600,#671,2.263,3.200,#698,2.404,3.400,#865,1.980,2.800
#878,1.697,2.400,#947,1.414,2.000,#851,1.838,2.600,#885,2.263,3.200,#709,2.121,3.000,#698,2.404,3.400,#915,1.697,2.400
#878,1.697,2.400,#947,1.414,2.000,#981,1.131,1.600,#943,1.980,2.800,#887,1.414,2.000,#915,1.556,2.200,#987,1.131,1.600
#878,1.697,2.400,#882,1.697,2.400,#926,1.556,2.200,#964,1.838,2.600,#781,1.838,2.600,#650,2.546,3.600,#865,1.980,2.800
#878,1.697,2.400,#820,1.980,2.800,#886,1.697,2.400,#783,2.687,3.800,#846,1.556,2.200,#548,2.828,4.000,#637,2.687,3.800
#888,1.678,2.167,#976,1.162,1.500,#828,1.936,2.500,#689,2.969,3.833,#792,1.807,2.333,#926,1.549,2.000,#580,2.840,3.667
#888,1.678,2.167,#986,1.033,1.333,#979,1.162,1.500,#926,2.066,2.667,#980,0.904,1.167,#762,2.195,2.833,#831,2.066,2.667
#888,1.678,2.167,#941,1.420,1.833,#894,1.678,2.167,#806,2.582,3.333,#819,1.678,2.167,#722,2.324,3.000,#799,2.195,2.833
#888,1.678,2.167,#540,2.840,3.667,#930,1.549,2.000,#806,2.582,3.333,#853,1.549,2.000,#948,1.420,1.833,#900,1.807,2.333
#888,1.678,2.167,#941,1.420,1.833,#930,1.549,2.000,#770,2.711,3.500,#688,2.195,2.833,#832,1.936,2.500,#831,2.066,2.667
#888,1.678,2.167,#893,1.678,2.167,#828,1.936,2.500,#738,2.840,3.667,#966,1.033,1.333,#722,2.324,3.000,#958,1.420,1.833
#888,1.678,2.167,#540,2.840,3.667,#930,1.549,2.000,#806,2.582,3.333,#905,1.291,1.667,#926,1.549,2.000,#871,1.936,2.500
#888,1.678,2.167,#922,1.549,2.000,#798,2.066,2.667,#977,1.678,2.167,#905,1.291,1.667,#889,1.678,2.167,#765,2.324,3.000
#888,1.678,2.167,#996,0.904,1.167,#894,1.678,2.167,#843,2.453,3.167,#722,2.066,2.667,#889,1.678,2.167,#831,2.066,2.667
#888,1.678,2.167,#922,1.549,2.000,#718,2.324,3.000,#689,2.969,3.833,#883,1.420,1.833,#889,1.678,2.167,#900,1.807,2.333
#898,1.677,1.875,#930,1.453,1.625,#812,2.012,2.250,#706,2.907,3.250,#843,1.565,1.750,#380,3.242,3.625,#817,2.124,2.375
#899,1.673,2.000,#974,1.195,1.429,#869,1.793,2.143,#954,1.912,2.286,#984,0.837,1.000,#811,2.032,2.429,#848,2.032,2.429
#899,1.673,2.000,#899,1.673,2.000,#899,1.673,2.000,#916,2.151,2.571,#851,1.554,1.857,#811,2.032,2.429,#924,1.673,2.000
#901,1.643,3.000,#926,1.461,2.667,#858,1.826,3.333,#858,2.373,4.333,#910,1.278,2.333,#816,2.008,3.667,#804,2.191,4.000
#901,1.643,3.000,#903,1.643,3.000,#902,1.643,3.000,#911,2.191,4.000,#693,2.191,4.000,#766,2.191,4.000,#856,2.008,3.667
#901,1.643,3.000,#992,0.913,1.667,#902,1.643,3.000,#939,2.008,3.667,#976,0.913,1.667,#932,1.461,2.667,#856,2.008,3.667
#904,1.636,1.636,#218,3.636,3.636,#885,1.727,1.727,#454,3.455,3.455,#697,2.182,2.182,#791,2.091,2.091,#864,2.000,2.000
#905,1.581,2.500,#708,2.372,3.750,#758,2.214,3.500,#864,2.372,3.750,#834,1.581,2.500,#754,2.214,3.500,#954,1.423,2.250
#905,1.581,2.500,#755,2.214,3.500,#873,1.739,2.750,#972,1.739,2.750,#925,1.265,2.000,#796,2.055,3.250,#879,1.897,3.000
#905,1.581,2.500,#874,1.739,2.750,#910,1.581,2.500,#927,2.055,3.250,#948,1.107,1.750,#973,1.265,2.000,#931,1.581,2.500
#905,1.581,2.500,#932,1.423,2.250,#940,1.423,2.250,#927,2.055,3.250,#834,1.581,2.500,#904,1.581,2.500,#931,1.581,2.500
#905,1.581,2.500,#842,1.897,3.000,#910,1.581,2.500,#864,2.372,3.750,#948,1.107,1.750,#904,1.581,2.500,#931,1.581,2.500
#910,1.556,2.200,#849,1.838,2.600,#851,1.838,2.600,#943,1.980,2.800,#982,0.849,1.200,#967,1.273,1.800,#915,1.697,2.400
